id_doc;original_name
Ner_Varios_050;Aragón
Ner_Varios_050;Aragón
Ner_Varios_050;Aragón
Ner_Varios_052;Valensia
Ner_Varios_052;Cañete
Ner_Varios_052;Cañete
Ner_Varios_052;Nazaret
Ner_Varios_052;Valensia
Ner_Varios_052;Arsis
Ner_Varios_052;Cartagena
Ner_Varios_052;Málaga
Ner_Varios_052;Filipines
Ner_Varios_052;Orá
Ner_Varios_053;Gracia
Ner_Varios_053;calle de Malgrát
Ner_Varios_053;Palacio de Justicia
Ner_Varios_053;Miramar
Ner_Varios_053;Montjuicht
Ner_Varios_053;Barcelona
Ner_Varios_053;CasaAntúnez.La
Ner_Varios_053;Hospital Clínieo.Por
Ner_Varios_053;Badalona
Ner_Varios_053;Badalona
Ner_Varios_056;Ejipto
Ner_Varios_057;Sevilla
Ner_Varios_057;Italia
Ner_Varios_057;Italia
Ner_Varios_057;Roma
Ner_Varios_057;Napoles
Ner_Varios_057;Sevilla
Ner_Varios_059;Joan
Ner_Varios_061;Audalucía
Ner_Varios_061;Valencia
Ner_Varios_061;Aragón
Ner_Varios_061;Perú
Ner_Varios_062;Santa Inés
Ner_Varios_063;Espanya
Ner_Varios_065;Pepilla
Ner_Varios_066;Habana
Ner_Varios_066;Barcelona
Ner_Varios_066;Angola
Ner_Varios_067;Belén
Ner_Varios_067;Samaria
Ner_Varios_067;Samaria
Ner_Varios_067;Samaria
Ner_Varios_067;Samaria
Ner_Varios_068;Córdoba
Ner_Varios_068;Sierra-Morena
Ner_Varios_068;Córdoba
Ner_Varios_068;Sierra-Morena
Ner_Varios_068;Córdoba
Ner_Varios_068;Ventas del Carpio
Ner_Varios_068;Utrera
Ner_Varios_068;Antequera
Ner_Varios_068;España
Ner_Varios_068;Córdoba
Ner_Varios_068;Córdoba
Ner_Varios_068;Córdoba
Ner_Varios_068;Córdoba
Ner_Varios_069;Coruña
Ner_Varios_071;España
Ner_Varios_071;España
Ner_Varios_072;Guadarrama
Ner_Varios_072;Guadarrama
Ner_Varios_072;Guadalajara
Ner_Varios_072;Berlarga
Ner_Varios_072;Juana
Ner_Varios_072;Arenas
Ner_Varios_072;Esquibias
Ner_Varios_072;Alcarria
Ner_Varios_072;Peralta
Ner_Varios_072;Juana
Ner_Varios_072;Peralta
Ner_Varios_073;Rambla
Ner_Varios_073;Vilaf
Ner_Varios_073;Parch
Ner_Varios_073;Tetuan
Ner_Varios_074;España
Ner_Varios_075;España
Ner_Varios_076;lnglaterra
Ner_Varios_076;Portugal
Ner_Varios_076;Córdoba
